The printer has started printing the file;La stampante ha iniziato a stampare il file
The printer has finished printing the file;La stampante ha terminato di stampare il file
Error;Errore
Printing canceled;Stampa annullata
Pause;Pausa
Resume printing;Riprendi stampa
